app名称,英文名称,一级分类,安装人数,软件大小,头像地址,描述,新版本截图,开发者,apk下载地址,软件短评,版本号,id号码,vcode,新版本号
指纹血压,com.wuuaapps.blood.pressure.simulator,健康运动,8.3万人安装,6.84MB,https://android-artworks.25pp.com/fs08/2016/08/26/2/102_414446ca596308a862ad48cc6ab12ebb_con_130x130.png,"he description of Finger Blood Pressure Prank Finger Blood Pressure Prank is a funny app which simulates a Blood Pressure Checker using finger scanner. Your blood pressure SYS, DIA, and your pulse heart rate even your body temperature will be measured and displayed after the fingerprint scanner scan your finger. It is a dream app for the ones who want to prank friends or for kids who want to play doctor games. App Features: ★ HD and realistic blood pressure sphygmomanometer model graphic. ★ Stunning fingerprint scanning Panel and scan animation. ★ Simulate blood pressure monitor sounds. How to Use: ★ Launch the app and select your gender. ★ Place and hold your right thumb on the scanning panel. ★ Hold for a few seconds until the scan is finished... ★ After the Scanning completes. The result will be shown. Disclaimer: 指纹血压更新内容优化系统性能，体验更顺畅。 ","['https://android-screenimgs.25pp.com/fs08/2019/05/24/6/110_522afec4552e7407e73688ef9a4406d9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/24/4/110_664ead3f6a91c426e7e4b04184c03f64_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/24/7/110_31cd9f766b28f1199208057a90516d95_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/24/3/110_4e01fe6162652c72a56d8cfc433b8e70_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/24/2/110_b77f86786b9fae4da7f5099c02897fb4_234x360.jpg']",未知,https://www.wandoujia.com/apps/com.wuuaapps.blood.pressure.simulator/download/dot?ch=detail_normal_dl,  he description of Finger Blood Pressure Prank Fing  , 4.0,7248067,6, 4.0
好大夫在线,com.haodf.android,健康运动,5.9万人安装,62.92MB,https://android-artworks.25pp.com/fs08/2019/06/14/11/110_750a0accc80eb76816a00da305d3447d_con_130x130.png,好大夫在线，能找到20万公立医院医生的APP！好大夫，都在好大夫！全国20万公立医院医生，为患者在线问诊、挂专家号、在线开药、私人医生、视频门诊等全方位服务，一站式解决看病问题，12年服务超5000万患者！【在线问诊】查擅长看评价选医生，全国三甲医院顶级专家本人回复，图文、电话、视频形式任选【挂号】多种挂号方式，预约名医，不再求人【在线开药】网上找大夫复诊开药，配送到家【私人医生】专属医生全程疾病管理，长期照护【VIP通道】尊享5大特权，全程绿色通道，医疗管家式服务 好大夫在线2019更新内容-优化部分服务使用体验 ,"['https://android-screenimgs.25pp.com/fs08/2019/05/07/2/106_49c7ae522eb9b90e16c2fe30db777411_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/8/106_c180cd7bec4cee986699dac262deb909_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/9/106_dd7a876313fb8e795cec5bc99c199b2c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/5/106_2d81ed4f8b3f9df18f64eaab9dfe2428_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/7/106_7fc01645a780b5b3e38ee8a60b4f9cf6_234x360.jpg']",互动峰科技（北京）有限公司,https://www.wandoujia.com/apps/com.haodf.android/download/dot?ch=detail_normal_dl,  好大夫在线，获取医疗服务的便捷通道！  , 6.3.3,28819,633, 6.3.3
薄荷健康,com.boohee.one,健康运动,5.3万人安装,27.83MB,https://android-artworks.25pp.com/fs08/2019/06/17/3/110_fb2e95eae2b1625b74f20d4788ef80ff_con_130x130.png,"薄荷健康App, 减肥健身人手。【薄荷都有什么】健康减肥的你需要的，这里都有！• 智能健康减肥工具 卡路里、体重、步数、围度，你记录我分析• 专业减肥健身营养食谱强大食物数据，热量记录，越吃越健康• 专业运动课表运动计划、专项训练，减肥塑形，帮你蜕变• 优质减肥社区党、上班族、辣妈帮，和减重达人一起，科学减肥健身• 专业减肥服务量身定制瘦身计划，减肥顾问全程指导• 专业健康产品健康食品、智能硬件、运动装备，良心为你推荐 【为什么那么多人选择薄荷】有效减肥，遵循科学，保障健康 ——为您私人定制健康模型，跟踪体重、体脂、围度等多维数据，持续优化减肥方案，健康有效权威食物库，卡路里热量精确查，吃的明白 ——薄荷科学家10年来一直专注于中国食物库的精确与完善，百度、三星均采用薄荷的食物数据 摄入和消耗便捷记录、科学分析，减肥高效 ——三餐热量随手记， HealthKit记录即时同步，改善习惯更便捷提供适合国人的高效燃脂的运动——薄荷有专业的健身团队，持续更新国际先进的运动方法，更自主研发符合国人体质的减肥训练 首屈一指的减肥社区，上千万人见证您的美丽蜕变 ——理解你的伙伴，有力的鼓励，激动人心的成功故事，海量的减肥经验 薄荷商店 ——减肥瘦身代餐、减脂健身饮食、专业智能硬件、专业运动装备，精品推荐，一次搞定【联系我们&意见反馈】官方微信：薄荷爱我官方微博：@薄荷官方微博 邮箱：zhangshengdan@boohee.com 薄荷健康2019更新内容Ding~薄荷直播上线啦，上线啦，资深营养师在线答疑，任何减肥相关的问题都可以来撩，火速更新围观~~ ","['https://android-screenimgs.25pp.com/fs08/2019/05/07/2/106_49c7ae522eb9b90e16c2fe30db777411_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/8/106_c180cd7bec4cee986699dac262deb909_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/9/106_dd7a876313fb8e795cec5bc99c199b2c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/5/106_2d81ed4f8b3f9df18f64eaab9dfe2428_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/7/106_7fc01645a780b5b3e38ee8a60b4f9cf6_234x360.jpg']",上海薄荷信息科技有限公司,https://www.wandoujia.com/apps/com.boohee.one/download/dot?ch=detail_normal_dl,  好玩的减肥健身 app，遇见更好的自己！  , 7.1.4,604989,162, 7.1.4
轻加减肥,com.sythealth.fitness,健康运动,8505人安装,48.08MB,https://android-artworks.25pp.com/fs08/2019/05/16/2/106_c7b6b55b3d27c1bd52966f7e2c6f57f6_con_130x130.png,【轻加 APP】—— 运动教练、饮食营养师以及千万瘦身用户陪你一同减肥。减肥中总有很多难题：,"['https://android-screenimgs.25pp.com/fs08/2019/05/07/2/106_49c7ae522eb9b90e16c2fe30db777411_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/8/106_c180cd7bec4cee986699dac262deb909_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/9/106_dd7a876313fb8e795cec5bc99c199b2c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/5/106_2d81ed4f8b3f9df18f64eaab9dfe2428_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/7/106_7fc01645a780b5b3e38ee8a60b4f9cf6_234x360.jpg']",珠海三益堂科技有限公司,https://www.wandoujia.com/apps/com.sythealth.fitness/download/dot?ch=detail_normal_dl,  最有效的减肥App，就怕你瘦得太多…  , 6.6.7,2158449,400, 6.6.7
每日腹部锻炼,com.caynax.a6w,健康运动,1455人安装,11.58MB,https://android-artworks.25pp.com/fs08/2019/05/21/5/2_6cbfd99f27de997a03a301fec478d020_con_130x130.png,一款健身软件，以6为单位进行健身锻炼的递增练习，让用户可以进行一个健康有效快速的健身，强壮身体做一个纯爷们。,"['https://android-screenimgs.25pp.com/fs08/2019/05/07/2/106_49c7ae522eb9b90e16c2fe30db777411_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/8/106_c180cd7bec4cee986699dac262deb909_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/9/106_dd7a876313fb8e795cec5bc99c199b2c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/5/106_2d81ed4f8b3f9df18f64eaab9dfe2428_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/7/106_7fc01645a780b5b3e38ee8a60b4f9cf6_234x360.jpg']",来自互联网,https://www.wandoujia.com/apps/com.caynax.a6w/download/dot?ch=detail_normal_dl,  通过详细步骤指导您练出让人羡慕的腹肌  , 9.19.4,6501907,91904, 9.19.4
性分享,org.zywx.wbpalmstar.widgetone.uex11474269,健康运动,1.3万人安装,4.58MB,https://android-artworks.25pp.com/fs08/2016/07/12/0/110_bcbe5f1da5835f243c8c64606474881a_con_130x130.png,传播健康知识，纠正错误观念，解决实际问题，享受低价正品是我们带给广大粉丝的福利，网络信息鱼龙混杂，真假难辨，网友选择毫无方向感，此应用就是要解决这个问题。让大家可以快乐的交流和学习。专家答疑：有两性问题不要急，专家帮你答疑解惑，指点迷津心理咨询：有心理困惑不要烦，这里有倾诉地方和倾听的观众，心理咨询师帮你走出困境社区交流：这里有和你一样问题的朋友，可以一起交流和学习情趣商城：每一款商品都是经过精心挑选和试用，不再担心买到假货和劣质有毒影响健康 性分享更新内容1.客服更新 ,"['https://android-screenimgs.25pp.com/fs08/2019/05/07/2/106_49c7ae522eb9b90e16c2fe30db777411_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/8/106_c180cd7bec4cee986699dac262deb909_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/9/106_dd7a876313fb8e795cec5bc99c199b2c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/5/106_2d81ed4f8b3f9df18f64eaab9dfe2428_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/07/7/106_7fc01645a780b5b3e38ee8a60b4f9cf6_234x360.jpg']",上海创界文化传播有限公司,https://www.wandoujia.com/apps/org.zywx.wbpalmstar.widgetone.uex11474269/download/dot?ch=detail_normal_dl,  性分享是专注于两性健康的社区应用  , 04.10.1906,6651700,276, 04.10.1906
中药大全,com.yelong.zhongyaodaquan,健康运动,1.9万人安装,9.19MB,https://android-artworks.25pp.com/fs08/2019/03/21/5/110_5a9f13b57d77c049b175384b2d9faf50_con_130x130.png,中药大全是99健康网开发的一款用于查询中药的工具。应用涵盖全面的中药百科知识，讲解中药药材主治功效、用法用量、功效类别、别名等功效作用信息；其收录中医之精华：中医功效及偏方，中医治法的体现，是根据配伍原则，总结临床经验，以若干药物配合使之中药大全应用的功能更具实用性标签：生活、健康、中医、中药、小工具 中药大全2019更新内容1、优化搜索功能；2、完善中药内容；3、修复已知bug。 ,"['https://android-screenimgs.25pp.com/fs08/2019/05/29/10/106_424b4006f407687fc6146d396b9e6832_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/10/106_214caecf9dd04cfb8fe05911daf4a89b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/6/106_af27a71e9926be1207e6b915c310776c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/9/106_4626abe11fe66ec91e15bc89ae24ae32_234x360.jpg']",厦门沃鸿信息技术有限公司,https://www.wandoujia.com/apps/com.yelong.zhongyaodaquan/download/dot?ch=detail_normal_dl,  全面中药百科知识  , 4.0.4,2414395,34, 4.0.4
百病偏方,cn.fzfx.AllDiseasesRecipe,健康运动,3030人安装,330KB,https://android-artworks.25pp.com/fs08/2016/06/07/8/1_eb6d118751b5e3b74aabdadb85f090ef_con_130x130.png,百病偏方中介绍了常见100多种疾病的治疗方法，可供用户参考。如果你长年饱受疾病困扰，如果你四处寻医且无功而返，如果你已经被疾病折磨的心力交瘁，不妨尝试一下百病偏方中的方法。,"['https://android-screenimgs.25pp.com/fs08/2019/05/29/10/106_424b4006f407687fc6146d396b9e6832_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/10/106_214caecf9dd04cfb8fe05911daf4a89b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/6/106_af27a71e9926be1207e6b915c310776c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/9/106_4626abe11fe66ec91e15bc89ae24ae32_234x360.jpg']",福州福讯软件有限公司,https://www.wandoujia.com/apps/cn.fzfx.AllDiseasesRecipe/download/dot?ch=detail_normal_dl,  百病偏方中介绍了常见100多种疾病的治疗方法，可供用户参考。 如果你长年饱受疾病困扰，如果你四处寻医  , 1.0.1,260187,1, 1.0.1
掌上药店,com.manle.phone.android.yaodian,健康运动,6150人安装,23.53MB,https://android-artworks.25pp.com/fs08/2017/11/23/1/2_6e8987c29eae6694e7940470f1d33e87_con_130x130.png,找药，买药，上掌药，品种全，医生、药师多，用药咨询回复快，实体药店发货，实时物流更新，质量安全有保障！致力于为用户提供一键药品查询、即时、便捷的在线或O2O购药、医生/药师在线咨询服务。【应用介绍】,"['https://android-screenimgs.25pp.com/fs08/2019/05/29/10/106_424b4006f407687fc6146d396b9e6832_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/10/106_214caecf9dd04cfb8fe05911daf4a89b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/6/106_af27a71e9926be1207e6b915c310776c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/9/106_4626abe11fe66ec91e15bc89ae24ae32_234x360.jpg']",苏州联康网络有限公司,https://www.wandoujia.com/apps/com.manle.phone.android.yaodian/download/dot?ch=detail_normal_dl,  找药、买药、用药，贴身药事管家！  , 6.1.9,26867,201902230, 6.1.9
药房网商城网上药店,com.yaofangwang.mall,健康运动,1.6万人安装,34.1MB,https://android-artworks.25pp.com/fs08/2019/06/19/8/110_72bdcb38146d9a23c004bf02f9e1f0ad_con_130x130.png,小编推荐：认证网上药店，买药放心！正规可靠手机买药APP，汇集全国大中型实体药店网上购药服务，涵盖10万余种医药品，让您无需再跑药店或医院排队买药，解决您买药难、买药贵的难题。在网上买药，最怕啥？当然是怕买到假药，买药是为了身体健康，但是万一买到了假药，可就是既花钱又伤身，得不偿失。而药房网商城所在售药品均为正规实体药房发布，下单24小时内发货，在售药品的有效期大于6个月，品质保障，放心购药！所以选择一个正规、靠谱的买药平台，非常重要！药房网商城成立于2007年，由上海伊邦医药信息科技有限公司研发，于2011年获得《互联网药品交易服务资格证书》及《互联网药品信息服务资格证书》，药监认证，值得信赖，买药用药有保障，是您健康守护者！**所获荣誉**A：2018年药房网商城获评中国IT互联网最受用户欢迎产品；B：2018年药房网商城活跃用户规模位列国内医药电商第2名。药房网商城推出的“买药比价”系统，让用户可根据药店距离自己地理位置远近、药店商品价格、药店评价、药店服务质量等综合因素，来选择适合自己的药店进行购买。“买药比价”系统，让用户获得有效服务保障的基础之上，有效降低购药费用，实现了惠民购药目标，获得了广大用户的认可。 【功能介绍-药房网商城网上药店】-签到积分：签到积分可抵现，APP买药就是省；-用药助手：设定用药提醒，按时吃药更健康；-药品查价：扫描药品条形码，药房报价一目了然；【新人福利-药房网商城网上药店】-新人福利：注册送20元App现金券！-新人专享：首单立减5元，买药低至0.1！【产品特点-药房网商城掌上药店】-9.9包邮：一件药品也包邮，APP购药就是省；-药店配送：下单24小时内发货，药房送药上门；-支付便捷：支付宝/微信付款，买药送药更便捷；-真伪查询：手机扫描药品监管码，即刻查药品真伪性。【联系我们】-微信公众号：yaofangwangcom-官网地址：www.yaofangwang.com-客服电话：400-8810-120【服务宗旨-药房网商城掌上药店】心系健康、守护家庭，药房网商城app是您家庭常备的“小药箱”。与此同时，我们也与叮当快药、1药网、健客网、康爱多、好药师、快方送药等医药电商一同为老百姓建立便捷可靠的“互联网+医药健康”的网上买药购药连锁药店。 药房网商城网上药店2019更新内容6月，药房网商城4.0全新出发！1、药房网商城UI全面焕新，给你更有活力的用户体验；2、首页功能升级，快速找药、底部包邮专区、限量抢购等功能一应俱全；3、'我的'订单增加物流概览，再也不用点进去查看包裹到哪了；4、商品详情页样式升级，促销活动、套餐、疗程装一目了然；5、注册登录样式升级、流程优化。 ,"['https://android-screenimgs.25pp.com/fs08/2019/05/29/10/106_424b4006f407687fc6146d396b9e6832_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/10/106_214caecf9dd04cfb8fe05911daf4a89b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/6/106_af27a71e9926be1207e6b915c310776c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/29/9/106_4626abe11fe66ec91e15bc89ae24ae32_234x360.jpg']",上海伊邦医药信息科技有限公司,https://www.wandoujia.com/apps/com.yaofangwang.mall/download/dot?ch=detail_normal_dl,  药监认证网上药店  , 4.0.00,6627725,115, 4.0.00
血压检测仪,com.droid.developer.pressure.measurement,健康运动,2.6万人安装,3.38MB,https://android-artworks.25pp.com/fs08/2016/12/18/9/102_1e7d12b68b69f52fd7bb1b3b8afaa801_con_130x130.png,"Finger Blood Pressure Checker is a simulated blood pressure app which measures your blood pressure and pulse heart rate. You can use it to prank you friends that you can scan your fingerprint to take the blood pressure and heart rate using your phone. Our Blood Pressure and Heart Rate Monitor has realistic UI Graphics and excellent sounds. When you press your finger on the fingerprint scanner, the scanner bar will scan, the display will show the dynamic heart beat diagram. After the scanning, your blood pressure result will show as three professional data, they are SYS, DIA and Pulse. Disclaimer: Finger Blood Pressure is a simulated app for entertainment purposes. In fact it cannot measure your blood pressure or heart rate. It is for you to fool your friends or for kids to play doctor games. 血压检测仪2019更新内容BUG修复。 ","['https://android-screenimgs.25pp.com/fs08/2019/03/27/0/110_f90ed85462d98bd9ab7ef348dd714fa5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/03/27/3/110_e177366e65bf36e90907cce059ea45f4_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/03/27/8/110_1a70ae578f5e783160e543a5bb4c14b3_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/03/27/0/110_96249c21b112be74f2073d15b05e5251_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/03/27/6/110_3130050b2b95b7fa58a2d3e410c0ea7c_234x360.jpg']",未知,https://www.wandoujia.com/apps/com.droid.developer.pressure.measurement/download/dot?ch=detail_normal_dl,  Finger Blood Pressure Checker is a simulated blood  , 2.2.8,7492431,6, 2.2.8
WPS Office,cn.wps.moffice_eng,办公商务,47万人安装,41.1MB,https://android-artworks.25pp.com/fs08/2019/06/03/2/110_fd594aa9376487dc3219d56ff79f630c_con_130x130.png,"安卓端办公软件，个人版使用用户多：全球用户 600,000,000排名高：全球APP总榜同类产品榜首体积小：只安装一个应用即可打开所有格式文档云办公：云空间，安全高效，可以在任何设备上及时查看和编辑WPS 文字-新建文字文档，并提供信纸、简历、合同等模板-打开26种文字格式文档，包括加密文档-智能适应手机屏幕阅读-支持智能排版，文字段落、对象属性设置，插入图片等编辑功能-支持语音朗读，将文字转化为声音信息WPS 表格-新建电子表格，并提供财务、课程表等模板-打开13种表格格式文档，包括加密文档-公式输入编辑器，解决手机输入法输入函数难的问题-背板支持选择区域后快速查看计算结果，及选择电话号码可以直接拨号WPS 演示-新建幻灯片，并提供商务、教学、论文答辩等模板-打开和播放11种演示格式文档，包括加密文档-新CPU，提供30项流畅动画的设置-支持文字段落、对象属性设置，插入图片、音频视频等编辑功能-共享播放，支持多台设备同步播放当前幻灯片PDF-打开和播放PDF格式文档-手机拍照扫描文档，生成图片或PDF文件-签名功能-PDF一键转DOC WPS Office2019更新内容亲爱的用户，V11.6.3 版本正式发布了，本次升级共有48处新增和改进的功能点，部分修改如下：【文档管理】新增：支持创建企业新增：支持手机号码一键登录【演示播放】优化：背景增加渐变色填充 ","['https://android-screenimgs.25pp.com/fs08/2019/06/03/7/110_d86b94b825b763aebec39b59c1f1ecc5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/0/110_a9c4c01fc404f09ce721e2ea2c80117f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/5/110_375b0975bdc62d0f921ef8f8a88bd076_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/3/110_2c285877a32be75f25da60784a9d29f5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/2/110_94eddd69873f24ac4db4a0e5134ff1dd_234x360.jpg']",珠海金山办公软件有限公司,https://www.wandoujia.com/apps/cn.wps.moffice_eng/download/dot?ch=detail_normal_dl,  随时随地高效办公  , 11.7,280841,520, 11.7
启信宝,com.bertadata.qxb,办公商务,671.6万人安装,25.37MB,https://android-artworks.25pp.com/fs08/2019/06/11/4/110_d02e57ee541ac53ec997d3062864fd08_con_130x130.png,启信宝是一款快速精准的企业信息查询工具，为各界人士提供丰富详尽的企业信息检索，尤其能帮助金融从业者、律师、投资人、媒体记者、销售与管理等专业、商务人士提供全面、客观、权威的工商、投资、司法拍卖、资质、许可、处罚等企业信息，是各界商务人士的企业征信利器。企业信息查询  轻松告别度娘，股东、高管、工商、变更一键知晓信誉信用查询  黑名单实时更新征信信息，失信老赖从此无处遁形 帮助商务对接  把握竞业发展动态，快速查询上下游合作企业信息高效商业监控  公开企业资信状态，使对外投资和向外借贷更透明专业人群支持  免费为律师、记者、销售等提供企业信用信息报告跨界延伸服务  提供目标查询企业全面的招聘信息和人事背调查询小宝非常乐意倾听您的声音，有任何意见或想法一定记得联系我们哦：feedback@bertadata.com，反馈既有小礼物奉上哦~您也可以访问启信宝官网www.qixin.com查询企业信息 启信宝2019更新内容【新增】全球查支持11个国家和地区；【新增】香港企业支持下载企业深度报告；【新增】挖掘上市公司海外关联企业；【新增】增加债券信息；【优化】优化了一些细节。启信宝，AI商业调查工具；启信宝，让商业更真实。 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/03/7/110_d86b94b825b763aebec39b59c1f1ecc5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/0/110_a9c4c01fc404f09ce721e2ea2c80117f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/5/110_375b0975bdc62d0f921ef8f8a88bd076_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/3/110_2c285877a32be75f25da60784a9d29f5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/2/110_94eddd69873f24ac4db4a0e5134ff1dd_234x360.jpg']",苏州贝尔塔数据技术有限公司,https://www.wandoujia.com/apps/com.bertadata.qxb/download/dot?ch=detail_normal_dl,  全面的企业信用信息查询应用  , 5.5.2.0,6631990,5520, 5.5.2.0
百度网盘,com.baidu.netdisk,办公商务,144.9万人安装,65.56MB,https://android-artworks.25pp.com/fs08/2019/06/17/6/110_20510c5284f16a7726d505df64569515_con_130x130.png,【世界很复杂，百度更懂你】百度网盘(原百度云)是由百度公司出品的一款个人云服务产品。使用百度网盘领取超大空间，相册、短信、通讯录、通话记录一键备份到云端，更有手机找回、密码锁等功能全方位为你数据保驾护航。群组分享-添加好友，创建群组，如学习群、聚会群、班级群等，一人分享，全群共享。照片时光轴按照片拍摄时间、地点分类，管理照片更加方便快捷。闪电互传无需网络支持，传游戏、视频、图片等，速度比蓝牙快70倍。“手机照片弄丢了？”手机里照片、视频快速备份到网盘，再也不担心照片丢失了！移动办公“还在借U盘？”办公文件上传百度网盘，手机同步查看，抛弃U盘、数据不丢失。换手机 “号码逐个输入？”百度网盘备份通讯录、短信、照片，手机数据一键导入，省时快捷。有任何意见或建议请反馈至邮件 netdisk-bugs@baidu.com 百度网盘2019更新内容1、笔记功能上线，支持图文编辑及跨平台文章收藏2、优化相册中照片展现性能如果您有任何意见或建议，请反馈至邮件 netdisk-bugs@baidu.com，或关注官方微信公众号：“百度网盘”进行反馈 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/03/7/110_d86b94b825b763aebec39b59c1f1ecc5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/0/110_a9c4c01fc404f09ce721e2ea2c80117f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/5/110_375b0975bdc62d0f921ef8f8a88bd076_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/3/110_2c285877a32be75f25da60784a9d29f5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/2/110_94eddd69873f24ac4db4a0e5134ff1dd_234x360.jpg']",百度(中国)有限公司,https://www.wandoujia.com/apps/com.baidu.netdisk/download/dot?ch=detail_normal_dl,  相册通讯录备份，保护数据  , 9.6.73,280851,911, 9.6.73
手机Word文档,cn.eato.mobile.word,办公商务,5.3万人安装,31.12MB,https://android-artworks.25pp.com/fs08/2019/05/27/6/110_4edd5deaac02914436cba3f4db19a5ce_con_130x130.png,手机Word文档是一款轻便移动办公应用，支持文档创建，图文排版，Word一键导出、美文分享。【编辑】支持段落、序列、图片、文字等格式排版，让你不仅能够创建撰写文档，还可以轻松实现杂志般精美的排版。【分享】支持将排版图文一键分享给好友、空间、朋友圈，实现便捷办公文档共享。【导出】支持将排版图文一键导出Word文档，一键发送电脑，实现手机办公电脑同步是使用，便捷移动办公。【同步】支持图文数据云端数据同步，减少数据丢失。 手机Word文档2019更新内容手机Word文档是一款轻便移动办公应用，支持文档创建，图文排版，Word一键导出、美文分享。【编辑】支持段落、序列、图片、文字等格式排版，让你不仅能够创建撰写文档，还可以轻松实现杂志般精美的排版。【分享】支持将排版图文一键分享给好友、空间、朋友圈，实现便捷办公文档共享。【导出】支持将排版图文一键导出Word文档，一键发送电脑，实现手机办公电脑同步是使用，便捷移动办公。【同步】支持图文数据云端数据同步，减少数据丢失。 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/03/7/110_d86b94b825b763aebec39b59c1f1ecc5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/0/110_a9c4c01fc404f09ce721e2ea2c80117f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/5/110_375b0975bdc62d0f921ef8f8a88bd076_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/3/110_2c285877a32be75f25da60784a9d29f5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/2/110_94eddd69873f24ac4db4a0e5134ff1dd_234x360.jpg']",无锡宝坤互联网科技有限公司,https://www.wandoujia.com/apps/cn.eato.mobile.word/download/dot?ch=detail_normal_dl,  Word办公文档  , 1.2.0,7921908,120, 1.2.0
