app名称,英文名称,一级分类,安装人数,软件大小,头像地址,描述,新版本截图,开发者,apk下载地址,软件短评,版本号,id号码,vcode,新版本号
QQ邮箱,com.tencent.androidqqmail,办公商务,36.7万人安装,18.98MB,https://android-artworks.25pp.com/fs08/2019/06/05/8/110_e655cd9413a2d685d0e6427429e9994e_con_130x130.png,【QQ邮箱】全面支持邮件通用协议，协助在手机上管理你的所有邮箱。【新】在手机上发送贺卡【新】在设置中查询收信记录【新】添加收件箱、日历、记事本桌面小部件【新】读信页面，截屏后快速标注【新】高效便捷的邮箱通讯录【新】外文邮件翻译为中文多帐号·全面支持邮件通用协议，除QQ邮箱以外，还可添加多种其他邮箱邮件收发· 同步收取和管理多个邮箱里的所有邮件· 新增广告邮件智能聚合· QQ邮件订阅聚合及阅读体验优化· 支持在线预览文档、图片、音视频、压缩包、eml等多种类型附件邮件提醒· 可选择仅提醒重要联系人的来信· 为不同的邮箱帐号分别设置新邮件提醒开关· 新增多种新邮件提醒音效· 开启夜间免打扰功能，让邮件的到来在静音邮箱插件· 开启日历功能，开始高效的日程管理· 手机上的漂流瓶，用文字传达情感· 用中转站进行大文件临时网络存储· 开启记事本功能随时记录所见所想· 在通讯录管理联系人，查找往来邮件· 精选一张贺卡，向好友传达祝福任何建议与意见，可通过【设置】-【意见反馈】告诉我们。 QQ邮箱2019更新内容本次更新：1、记事列表展示样式更新，信息一目了然2、更加便利的选择和移动记事分类3、便捷的为记事添加日历提醒上次更新：1、功能优化，增强稳定性【提示】邮箱问题，可邮件联系mail_app@qq.com ,"['https://android-screenimgs.25pp.com/fs08/2019/06/03/7/110_d86b94b825b763aebec39b59c1f1ecc5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/0/110_a9c4c01fc404f09ce721e2ea2c80117f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/5/110_375b0975bdc62d0f921ef8f8a88bd076_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/3/110_2c285877a32be75f25da60784a9d29f5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/03/2/110_94eddd69873f24ac4db4a0e5134ff1dd_234x360.jpg']",腾讯科技(深圳)有限公司广州分公司,https://www.wandoujia.com/apps/com.tencent.androidqqmail/download/dot?ch=detail_normal_dl,  全面管理你的邮箱  , 5.6.4,246975,10138276, 5.6.4
钉钉,com.alibaba.android.rimet,办公商务,59.7万人安装,86.24MB,https://android-artworks.25pp.com/fs08/2019/06/05/0/110_57caba4dba4d9bc58ded89d670893858_con_130x130.png,"钉钉是中国领先的智能移动办公平台,由阿里巴巴集团开发,免费提供给所有企业,用于商务沟通和工作协同。帮助企业降低沟通与管理成本，提升办公效率，让数千万企业一步完成数字化转型。现在下载，邀请同事上钉钉，瓜分1万现金红包大润发、中国联通、Intel中国、我爱我家、复星集团、银泰集团、分众传媒、浙大一院、汽车之家、优酷、魅族、统一、森马、海底捞、居然之家、远大科技、西贝餐饮、壹基金、药明康德、中国铁建、浙江省政府、深圳交警、湖北省公安厅等各行各业超过700万家优秀企业和组织都在用钉钉。钉钉可以帮你做什么：1、提供聊天功能，让工作沟通更顺畅【消息已读未读，一目了然】支持单聊和群聊，并且可查看自己发送的聊天信息的已读未读状态，沟通更高效。【DING一下，使命必达】信息传递效率最大化，重要通知、紧急催办，告别耗时耗力的电话、信息确认。【高效沟通，保障信息安全】企业内部群聊，实名制聊天，员工离职自动退群。聊天内容支持水印，防止截图泄露，有效保障信息安全。2、提供办公软件，让工作更简单【统一通讯录】支持导入企业内外部联系人和组织架构进行统一管理，企业管理员可随时随地添加、删除、查找、联系企业内外部任何一个人，使管理真正实现扁平化。【考勤打卡】助力中国企业轻松实现人性化的智能考勤管理，实时查看考勤汇总，多种精度范围灵活设置，确保打卡安全。【智能人事】让人事hr的人力资源规划、招聘、培训、绩效管理、薪酬管理、员工关系管理等化繁为简，团队人财物事透明化、可视化。【审批】实现无纸化办公，满足各种审批业务场景，自定义审批模板。3、提供电话功能，让沟通更高效【多种通讯方式集成】智能办公电话+网络语音通话+最高支持30人的电话会议+免费高清视频会议，助力企业高效办公。4、提供企业云盘功能，让办公更便利 【钉盘-企业网盘】商务往来文件、项目文件等均可一键保存到钉盘，统一沉淀和管理企业工作成果，员工可以随时查阅，操作简单，协作更高效。5、提供企业邮箱功能，让邮件飞起来【钉邮-企业邮箱】与聊天完美融合，实现已读未读，未读邮件可转DING发送，支持网易163、腾讯企业邮箱等企业邮箱登录。6、提供安全服务，让企业数据安全无忧 【钉钉安全】钉钉依托阿里巴巴集团十多年攻防安全技术沉淀，使用银行级别加密技术方案对企业数据进行加密保护。 钉钉2019更新内容【审批更智能】审批单支持相互关联，如：报销单关联出差审批，报销来源一清二楚【考勤功能升级】上下班都能设置最早最晚打卡时间，管理更精细电脑端排班页面展示优化，班次信息核对更方便【新家校功能升级】家校通知：管理员可发通知给全校或全年级家长，无需再由各班班主任逐一发布和收集反馈，为老师们大幅减负家校通讯录：1.幼儿园支持更名为大、中、小班，初中支持更名为七、八、九年级，更符合学校实际命名方式2.从新生录取开始，管理员可创建“2019年级”通讯录，提前开始高效的家校沟通 ","['https://android-screenimgs.25pp.com/fs08/2019/06/11/4/110_755e981c2334b8d13337775a616380eb_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/2/110_9fa4bd44244e56f8efec46c3e478d433_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/2/110_9d88476af91d0e94909699d560a0c35f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/8/110_1fbc85615fcb6df54e25fbd29ce28055_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/0/110_564ea299d4e54ba670d74a8365081b0b_234x360.jpg']",淘宝网,https://www.wandoujia.com/apps/com.alibaba.android.rimet/download/dot?ch=detail_normal_dl,  最安全稳定的手机沟通方式！  , 4.6.33,6565746,525, 4.6.33
139邮箱,cn.cj.pe,办公商务,5.8万人安装,28.31MB,https://android-artworks.25pp.com/fs08/2019/05/16/7/110_9ac8105bd15b68c1200db2b876ca1827_con_130x130.png,139邮箱APP，手机号就是邮箱号，邮件到达配有免费短信提醒，一键秒速安全登录，您必备的邮箱大师！【精】 一键秒速安全登录，同时管理多个邮箱：-- 支持添加管理QQ邮箱、网易163邮箱、新浪邮箱、Outlook、Gmail、Foxmail、Hotmail及各种企业邮箱；-- 支持本机号码一键秒速安全登录，可添加手势密码；-- 支持同时登录多个邮箱账号，统一管理，自由切换。【精】 邮件到达双重提醒，高效移动办公软件：-- 支持邮件到达设置短信+手机推送双重通知，可添加日程、待办任务同步至日历，及时提醒事项，再也不怕错过Boss吩咐；-- 支持在线下载、解压缩附件，邮件、附件文档可一键分享至微信、QQ，办公互动更轻松；-- 支持多维度查找邮件，支持新增、自定义文件夹，邮件管理更高效。【精】一键备份通讯录，还你一个纯净版邮箱：-- 支持一键备份通讯录、永不丢失，还可扫码添加联系人，邮件往来沟通更方便；-- 支持黑名单管理，一键拒收垃圾邮件，邮箱更纯净。【精】 电子发票、移动账单、行程邮件智能分类：-- 支持行程邮件、银行账单等卡片化展示，信息简洁明了；-- 支持电子发票、话费账单自动归类，消费情况一目了然，生活更环保；-- 关注并绑定“中国移动139邮箱”官方微信公众号，月初自动推送话费账单明细，让您用得更舒心，更省心！【精】 发现精彩内容，参与福利活动：-- 发现页精彩纷呈，139俱乐部、AR寻宝、小邮果园、签到有礼多个福利活动等你来玩！如果您有任何建议或意见，可以发邮件到pe_team@139.com告诉我们。 139邮箱2019更新内容更新隐私协议内容，修复BUG，提升用户体验 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/11/4/110_755e981c2334b8d13337775a616380eb_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/2/110_9fa4bd44244e56f8efec46c3e478d433_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/2/110_9d88476af91d0e94909699d560a0c35f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/8/110_1fbc85615fcb6df54e25fbd29ce28055_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/0/110_564ea299d4e54ba670d74a8365081b0b_234x360.jpg']",中移互联网有限公司,https://www.wandoujia.com/apps/cn.cj.pe/download/dot?ch=detail_normal_dl,  手机上轻松完成邮件操作  , 8.9.2,280393,201904260, 8.9.2
网易邮箱大师,com.netease.mail,办公商务,7.6万人安装,39.17MB,https://android-artworks.25pp.com/fs08/2019/06/18/0/106_c2703ea95395cf50e15f17288b8a9152_con_130x130.png,一个高效、简洁、好用的邮箱App。——ifanr网易邮箱大师，可能是使用最顺畅的 Email 应用。——AppSo,"['https://android-screenimgs.25pp.com/fs08/2019/06/11/4/110_755e981c2334b8d13337775a616380eb_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/2/110_9fa4bd44244e56f8efec46c3e478d433_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/2/110_9d88476af91d0e94909699d560a0c35f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/8/110_1fbc85615fcb6df54e25fbd29ce28055_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/0/110_564ea299d4e54ba670d74a8365081b0b_234x360.jpg']",网易,https://www.wandoujia.com/apps/com.netease.mail/download/dot?ch=detail_normal_dl,  最好用的手机邮箱APP，网易出品  , 6.14.4,6191000,182, 6.14.4
WPS便签,cn.wps.note,办公商务,12.6万人安装,3.01MB,https://android-artworks.25pp.com/fs08/2019/03/18/3/110_b73fbbb7ea84242eebe1c68bd9ed0eeb_con_130x130.png,WPS 便签是一款更轻便的笔记应用。网页版：https://note.wps.cn【编辑】支持待办清单、图片、文字格式，让你不仅能够记录待办，还可以轻松实现杂志般精美的排版。【日历】支持设置提醒、安排日程、记录日记，轻松管理工作和生活。【分享】支持将便签一键生成精美的长图片，让你的分享更加赏心悦目。【同步】支持多设备同步，随时随地查看和编辑你的便签。【密码锁】支持设置密码锁，更好地保护你的隐私。 WPS便签2019更新内容    升级信息：     - 新增：个人信息 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/11/4/110_755e981c2334b8d13337775a616380eb_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/2/110_9fa4bd44244e56f8efec46c3e478d433_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/2/110_9d88476af91d0e94909699d560a0c35f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/8/110_1fbc85615fcb6df54e25fbd29ce28055_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/0/110_564ea299d4e54ba670d74a8365081b0b_234x360.jpg']",珠海金山办公软件有限公司,https://www.wandoujia.com/apps/cn.wps.note/download/dot?ch=detail_normal_dl,  更轻便的笔记应用  , 1.8.1,7531316,21, 1.8.1
微云,com.qq.qcloud,办公商务,15万人安装,43.33MB,https://android-artworks.25pp.com/fs08/2019/04/04/6/110_b1bfe500f88f154069ec56507b14f550_con_130x130.png,"内容介绍超过4亿人使用的云存储服务！10G免费容量，可以保存上万张高清照片，多部高清视频！提供保存各类文件、笔记、网页、甚至是QQ转存文件的能力。【微云】微云是腾讯公司为用户精心打造的一项智能云服务,目前已经有超过4亿用户在使用微云提供的服务。【功能说明】1.相册备份：一键备份手机里面所有照片，支持后台运行。从此不用再担心拍满或者手机丢失。2. 通讯录备份：一键上传通讯录，云端保存，安全保障，换机无忧。3.Office文档随身查看：电脑上的文档、图片，手机上照样能打开，随时随地可以查看。4.压缩包预览：收到压缩包（zip， rar，7z）可以在iPhone上直接预览，无需下载到电脑。5.写笔记：购物清单、备忘、讲课笔记、地址电话，随时收录、任您创建。6.超强分享能力：一键分享到QQ好友、QQ群、微信、朋友圈、QQ空间、微博、邮箱、短信。7.三重安全保护：帐号密码 + 独立密码 + 锁屏密码三重保护，万无一失。 微云2019更新内容【新增】微信和QQ文件备份。 ","['https://android-screenimgs.25pp.com/fs08/2019/06/11/4/110_755e981c2334b8d13337775a616380eb_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/2/110_9fa4bd44244e56f8efec46c3e478d433_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/2/110_9d88476af91d0e94909699d560a0c35f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/8/110_1fbc85615fcb6df54e25fbd29ce28055_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/11/0/110_564ea299d4e54ba670d74a8365081b0b_234x360.jpg']",腾讯科技（深圳）有限公司,https://www.wandoujia.com/apps/com.qq.qcloud/download/dot?ch=detail_normal_dl,  3亿人使用，实现真正的互传无障碍  , 6.8.6,999537,891, 6.8.6
网易邮箱,com.netease.mobimail,办公商务,9.8万人安装,39.41MB,https://android-artworks.25pp.com/fs08/2019/06/04/3/2_49ed781de5559ec840945824b56552ea_con_130x130.png,网易邮箱官方应用，品质保证，8.4亿用户的邮箱选择。★网易官方实时推送,"['https://android-screenimgs.25pp.com/fs08/2019/06/17/1/110_d5f60007cf1d368be35213311da1c160_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/9/110_5601ec74664831de97c06305f1cd821d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/2/110_8a57d7d616c8ee8d1b208bfc41af11e8_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/2/110_b513fc6cd9cd5dbd8e69dd346a46e2e8_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/1/110_ed0ec6e36534a540741977fc0ef3fbf4_234x360.jpg']",网易,https://www.wandoujia.com/apps/com.netease.mobimail/download/dot?ch=detail_normal_dl,  网易邮箱官方应用，7亿用户的首选  , 6.14.2,73243,180, 6.14.2
记事本,com.fihtdc.note,办公商务,3.6万人安装,16.68MB,https://android-artworks.25pp.com/fs08/2016/06/07/10/1_c797000aced1e53bf28aef342dfdd741_con_130x130.png,这是一款简单而又强大的多功能记事工具，能满足各类人群使用，主要功能特点如下：1、丰富的模板功能：简单日记、会议记录、旅行日记、随手涂鸦 多种模板，满足常用操作；,"['https://android-screenimgs.25pp.com/fs08/2019/06/17/1/110_d5f60007cf1d368be35213311da1c160_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/9/110_5601ec74664831de97c06305f1cd821d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/2/110_8a57d7d616c8ee8d1b208bfc41af11e8_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/2/110_b513fc6cd9cd5dbd8e69dd346a46e2e8_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/1/110_ed0ec6e36534a540741977fc0ef3fbf4_234x360.jpg']",Evenwell,https://www.wandoujia.com/apps/com.fihtdc.note/download/dot?ch=detail_normal_dl,  这是一款简单而又强大的多功能记事工具，能满足各类人群使用，主要功能特点如下： 1、丰富的模板功能：简  , 6.0010.04,2293777,6001004, 6.0010.04
番茄ToDo,com.plan.kot32.tomatotime,办公商务,10.3万人安装,15.55MB,https://android-artworks.25pp.com/fs08/2019/06/10/11/106_b58bd5a0e6ad1614a0e79f43f1435a46_con_130x130.png,学霸必备的简约高效番茄钟+待办列表~第一式：学霸模式，能够在专注计时期间避免您打开其他娱乐App分心,"['https://android-screenimgs.25pp.com/fs08/2019/06/17/1/110_d5f60007cf1d368be35213311da1c160_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/9/110_5601ec74664831de97c06305f1cd821d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/2/110_8a57d7d616c8ee8d1b208bfc41af11e8_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/2/110_b513fc6cd9cd5dbd8e69dd346a46e2e8_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/1/110_ed0ec6e36534a540741977fc0ef3fbf4_234x360.jpg']",青川蕃茄易行软件开发有限公司,https://www.wandoujia.com/apps/com.plan.kot32.tomatotime/download/dot?ch=detail_normal_dl,  番茄钟和ToDo结合  , 9.0.9.1,6589733,290, 9.0.9.1
Ai Miharu Collection v2,navi.kingz.aimv2,办公商务,2.2万人安装,5.46MB,https://android-artworks.25pp.com/fs08/2016/06/07/11/1_c1f386048d646a73d7f9eaf3ef7b1b9c_con_130x130.png,Ai Miharu is a Japanese idol born in ChibaBirthday: 01 July 1986She is 155 cm tall.Ai's body measurements are:bust: 90 cmwaist: 58 cmhips: 85 cm. Ai Miharu Collection v22019更新内容优化体验，增强稳定性。 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/17/1/110_d5f60007cf1d368be35213311da1c160_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/9/110_5601ec74664831de97c06305f1cd821d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/2/110_8a57d7d616c8ee8d1b208bfc41af11e8_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/2/110_b513fc6cd9cd5dbd8e69dd346a46e2e8_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/1/110_ed0ec6e36534a540741977fc0ef3fbf4_234x360.jpg']",未知,https://www.wandoujia.com/apps/navi.kingz.aimv2/download/dot?ch=detail_normal_dl,  Ai Miharu is a Japanese idol born in ChibaBirthday  , 1.0,7003139,1, 1.0
微信分身版,com.xunrui.duokai_box,办公商务,99.4万人安装,14.19MB,https://android-artworks.25pp.com/fs08/2019/04/29/2/110_cf2cea24639ce682098ecee36c40c8ea_con_130x130.png,一部安卓手机可以安装多个相同软件，同时运行互不影响。操作简单，只需一键点击分身制作，静待安装分身数秒便可获得。源自官方应用，体验一模一样，不占内存，消息不延迟。 如果你是：上班族：社交应用，工作一个号，生活一个号，工作生活两不误商务人：同时登陆不同账号，对接不同的业务，高效率多线执行微商客：小号分身，创造更多客户来源，数钱数到手抽筋相亲者：小号相亲，更自由更手游咖：，QQ斗地主，等火爆游戏大号带小号，体验更多游戏乐趣 微信分身版2019更新内容1、修复apk无法下载的bug2、修复按钮多次点击bug ,"['https://android-screenimgs.25pp.com/fs08/2019/06/17/1/110_d5f60007cf1d368be35213311da1c160_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/9/110_5601ec74664831de97c06305f1cd821d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/2/110_8a57d7d616c8ee8d1b208bfc41af11e8_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/2/110_b513fc6cd9cd5dbd8e69dd346a46e2e8_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/1/110_ed0ec6e36534a540741977fc0ef3fbf4_234x360.jpg']",厦门迅睿网络科技有限公司,https://www.wandoujia.com/apps/com.xunrui.duokai_box/download/dot?ch=detail_normal_dl,  多个身份多重惊喜  , 3.0.1,7626513,40, 3.0.1
CAD看图王,com.gstarmc.android,办公商务,37.4万人安装,27.52MB,https://android-artworks.25pp.com/fs08/2019/06/14/2/110_086b3cf381d7c1a085e7ca6c43b89ddc_con_130x130.png,CAD看图王（CAD手机看图专业版）集快速看图、DWG画图、CAD批注、制图于一身的CAD看图软件，全球累计免费用户超过3500万。支持AutoCAD、浩辰CAD、天正建筑、酷家乐、BIM等国内外CAD图纸格式，兼容CAD各版本DWG文件，CAD图纸原生显示DWG不失真。专业的fonts字体解析告别文字乱码，实现CAD手机看图，DWG图纸编辑、DWG批注、DWG测量、DWG标注、DWG图块统计，CAD文字查找替换，适用于CAD建筑、工程（现场）、施工(手机看CAD图纸)、现场勘测（电力测绘、地理测绘等）、装饰装修、机械制图等。CAD看图王可随时随地通过微信、QQ、邮件进行CAD图纸交互分享，可将DWG转PDF和图片格式；支持百度网盘、Dropbox、OneDrive等云存储，可实现在手机、平板和PC端同步文件，协同编辑DWG图纸。CAD看图王在建筑（暖通、给排水、电力、电气、结构、预算、园林等专业）、机械（加工、机床、钢格板等）、装饰装修（平面图、建筑龙骨等）、施工等行业得到了广泛应用，并先后获得年度推荐移动看图软件、最佳效率办公软件等奖项。CAD看图王移动版、网页版和电脑版打造设计领域的OFFICE，改变CAD传统工作方式，摆脱CAD纸质图纸，非专业人员也可以轻松查看DWG图纸。   1.快速看图，顺畅打开AutoCAD、浩辰CAD天正建筑等各版本CAD图纸；2.完美显示，真矢量CAD图纸显示，云字体提供CAD字库，告别乱码困扰；3.CAD批注，支持语音、照片、文字等多种批注，并可分享好友协同工作；4.绘图工具，CAD图纸绘制、测量、标注、文字查找、图块统计等功能；5.一键同步，云存储空间图纸随身，在手机、平板或电脑上随时同步您的CAD图纸；6.DWG轻松分享，支持微信、QQ、微博等社交工具，CAD图纸交流再无障碍；7.多种格式，支持浏览DWG、DXF等格式图纸，支持CAD转PDF文档或PNG等格式图片； 微信公众号：浩辰CAD官方客服QQ：800146612客服邮箱：support_app@gstarcad.com CAD看图王2019更新内容1、优化微信、QQ等三方工具开图；2、更新快捷工具栏功能；3、适配更多机型；4、优化已知软件问题。 ,"['https://android-screenimgs.25pp.com/fs08/2019/05/27/7/110_b746892dfa578558b211278552e97019_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/0/110_32d42441817e0e40424fab7ac7d9cd87_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/8/110_50d8be6120ca4b663d60886cc3aed89c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/2/110_4b332bd7f84f91ddab541ae01d608659_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/4/110_aa1c99b3e954ecab3ebaa4afdc596c4b_234x360.jpg']",苏州浩辰软件股份有限公司,https://www.wandoujia.com/apps/com.gstarmc.android/download/dot?ch=detail_normal_dl,  CAD极速看图  , 3.4.2,1656483,106, 3.4.2
Excel表格制作,mssuit.myexcel,办公商务,8220人安装,104KB,https://android-artworks.25pp.com/fs08/2016/06/07/10/1_3f439d1e44cb32d769dca78a788efac6_con_130x130.png,移动办公轻松实现！ ,"['https://android-screenimgs.25pp.com/fs08/2019/04/04/5/110_84ef7c31d13ead61a8c77bb6ac8f88be_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/04/11/110_707976aff1b141026e6eba9705b0d270_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/04/6/110_595fc67b0f5611d8f229123fbfa316cb_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/04/4/110_746f087bf534eef5fb2ab05b45cc3bc5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/04/0/110_f166ef69ee7b4e01cffdba592c3202bc_234x360.jpg']",Casual Game,https://www.wandoujia.com/apps/mssuit.myexcel/download/dot?ch=detail_normal_dl,  移动办公轻松实现！  , 1.5.0,79115,24, 1.5.0
云电脑,com.dalongtech.cloud,办公商务,17.9万人安装,16.62MB,https://android-artworks.25pp.com/fs08/2019/06/14/9/110_6608f4d0a66f56368ee76b10ce400aa3_con_130x130.png,达龙云电脑，是一款云游戏应用软件，为个人用户提供基于云计算的游戏高配云电脑服务，享受电竞馆般的电脑高配配置！玩家只需要使用云电脑APP和软件，就能将手机、电视TV、PC电脑变为线上网吧，玩云电脑上大型PC游戏和3A大作，即点即玩。云电脑APP累计下载量已破千万，数百万付费玩家在云电脑开启云游戏。达龙云电脑的使命：解决全球10亿游戏玩家终端问题。-主要功能---- 手机变身口袋网咖，任何时间，任何地点，想玩就玩，--- 掌上云游戏黑科技，让各种智能网络终端设备变身线上网吧，提供热门海量网吧游戏，地下城与勇士DNF、英雄联盟LOL、吃鸡、逆战、CF、刺激战场，提供免费加速器。--- 随机给用户免费提供线上英雄联盟LOL特权和地下城与勇士DNF特权 ！--- 无配置要求，低端安卓机、低配电脑也可以畅玩云端PC游戏和3A大作--- 灵活方便，每天提供免费体验时间，实现超低的延迟体验！--- 免费提供游戏下载、安装、更新，随时随地体验游戏最新版本--- 无需升级硬件设备，满足主流游戏电脑高配配置，畅玩端游不卡顿！-----如何联系----- 如在使用过程中遇到任何问题请联系客户端【我的】--【 联系我们】--【 联系客服】- 人工服务时间：9:30 - 21:00 云电脑2019更新内容云电脑周年庆活动升级，海量云豆手机大派送！1、新增福利任务，每日福利登录即领2、服务详情页增加【选区】按钮3、修复鼠标偏移与测速功能bug ,"['https://android-screenimgs.25pp.com/fs08/2019/05/27/7/110_b746892dfa578558b211278552e97019_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/0/110_32d42441817e0e40424fab7ac7d9cd87_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/8/110_50d8be6120ca4b663d60886cc3aed89c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/2/110_4b332bd7f84f91ddab541ae01d608659_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/27/4/110_aa1c99b3e954ecab3ebaa4afdc596c4b_234x360.jpg']",上海达龙信息科技有限公司,https://www.wandoujia.com/apps/com.dalongtech.cloud/download/dot?ch=detail_normal_dl,  手机变电脑  , 5.0.1.57,6567419,547, 5.0.1.57
