app名称,英文名称,一级分类,安装人数,软件大小,头像地址,描述,新版本截图,开发者,apk下载地址,软件短评,版本号
卫星地图,ditu.weihh.xing,旅游出行,12.6万人安装,4.13MB,https://android-artworks.25pp.com/fs08/2018/10/18/9/110_f323d1a0805bbd088acf89292eda5c78_con_130x130.png,高清的卫星地图，北斗卫星地图导航是面向遥感业务的轻量工具型应用。北斗卫星定位地图依托于遥感集市云平台强大的遥感数据服务体系，打破传统遥感行业门槛高、遥感影像获取难等界限，将高清遥感影像图集成在轻量级应用中。北斗地图支持每天动态更新全国高分辨率卫星影像，用户除了可以免费浏览高分辨率卫星影像，还可以进行地区搜索、地图中国定位、分享。北斗卫星定位让你体验高清遥感影像带来的视觉享受和实用操作。【北斗导航功能介绍】随时更新北斗卫星导航全球图像，卫星影像定制，有利于如下业务：城市城市开发、规划、空气监测、水源监测、森林监测、山地监测、灾害监测等北斗定位功能。智慧城市定制：北斗手机导航支撑地方政府对指定区域的土地资源、农业资源、林业资源、生态环境和区域安全的日常管理、宏观调控及地图定位预警。免费卫星影像:免费查询使用，每天都在实时更新的北斗手机定位图像。,"['https://android-screenimgs.25pp.com/fs08/2019/01/04/2/134df5b7089de14e1a0488269bce4e13_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/01/04/1/3fe5302b5c8978eb9b026719f85d3846_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/01/04/1/7fc5369febb6c6026b6d8e9015202413_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/01/04/3/b6b7d9af78a50e8d21b98cb00eefa7e0_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/01/04/0/680f08af9eec93b7aaec1ae14d047e72_234x360.jpg']",贵州裕天建锐科技有限公司,https://www.wandoujia.com/apps/ditu.weihh.xing/download/dot?ch=detail_normal_dl,  卫星地图  , 4
摩拜单车,com.mobike.mobikeapp,旅游出行,10.5万人安装,34.05MB,https://android-artworks.25pp.com/fs08/2019/06/13/8/110_dc779329334d6ded5fc37d0cbb7ac18e_con_130x130.png,清风徐来，春暖花开。骑上摩拜，感受城市之美~使用摩拜单车的 8 大理由： 1. 摩拜单车好骑可靠，不掉链子2. 顺畅扫码，秒开秒走，7×24小时不间断3. 骑红包车能赚现金，指定区域停放金额翻倍4. 一秒落锁结束行程，自动计费完成5. 运营区域内任意停车点停车，指定停车点更享6. 购买骑行套餐，短途出行更实惠7. 打开蓝牙靠近车锁，体验开锁“黑科技”8. 绿色健康出行，畅享低碳骑行新生活Mobike - Smart Dockless Bike Share联系我们：客服电话：4008117799邮箱：customerservice@mobike.com,"['https://android-screenimgs.25pp.com/fs08/2019/01/04/2/134df5b7089de14e1a0488269bce4e13_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/01/04/1/3fe5302b5c8978eb9b026719f85d3846_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/01/04/1/7fc5369febb6c6026b6d8e9015202413_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/01/04/3/b6b7d9af78a50e8d21b98cb00eefa7e0_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/01/04/0/680f08af9eec93b7aaec1ae14d047e72_234x360.jpg']",北京摩拜科技有限公司,https://www.wandoujia.com/apps/com.mobike.mobikeapp/download/dot?ch=detail_normal_dl,  让自行车回归城市  , 8.17.1
神州租车,com.szzc,旅游出行,5.9万人安装,38.49MB,https://android-artworks.25pp.com/fs08/2019/06/10/5/110_34e1c17d359412863a5f0b76766b8c79_con_130x130.png,100+车型任选，全国千家网点，还免预授权免违章押金；智能取还，随需而用，7*24小时客户服务。TEL：400-616-6666,"['https://android-screenimgs.25pp.com/fs08/2019/06/13/3/110_02ca37d9905512067d2910fc62e12f74_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_e0f2fc05ed9fdd68e9d600724fa4d052_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_32cd10bf3f39b13bf0e902ea1bddfe7c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_27c4dcb15a6479edd5451fda66bd112f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/2/110_0f7acb64e580780814fd9611dbddcb6c_234x360.jpg']",海科（平潭）信息技术有限公司,https://www.wandoujia.com/apps/com.szzc/download/dot?ch=detail_normal_dl,  更方便、更快捷的手机租车体验  , 6.5.2
凯立德导航,cld.navi.mainframe,旅游出行,3.3万人安装,31.94MB,https://android-artworks.25pp.com/fs08/2018/09/26/2/110_a596f88fdd99701f59cee95a8167fb34_con_130x130.png,"有路就有凯立德，20年的专注，3亿驾驶者的选择。 与青春同行，定位我的世界。 全国各城市离线地图下载，占用空间小，离线导航省95%流量。导航规划线路精准，路况更新及时准确，导航更省心。可连接汽车升级车机地图，可组建车队结伴出行，可进入专业电子狗模式。免费车联网服务，出行更便捷。   【凯立德导航特色功能】 实时避堵：根据当前路况动态规划线路，实时躲避拥堵路段，一路畅行。结伴游语音对讲：结伴游支持语音对讲，解放双手更安全。积分商城上线：使用导航功能得积分，可以兑换多种实物虚拟物品。共享行程：可与好友共享行程，可查看好友的实时位置，也可加入好友的结伴游。K友形象升级：K友新形象萌动来袭，升级K友等级可解锁不同形象。一键通：语音设置目的地，避免驾驶时手动操作带来的危险。 电子狗：不规划线路时,可进入专业电子狗模式，播报电子眼、安全提醒和路况。看路况：城市路况简化呈现，路况信息展示一目了然，可查看城市实时路况简图（部分城市），可自定义订阅拥堵地点的路况。问路况：支持通过语音查询路况，解放双手更轻松。 红绿灯数量显示：规划路径预览时可显示沿途红绿灯数量，行程概况更加清晰。ETA服务：规划线路时，结合当前路况情况，精准计算出预计到达时间。离线导航：省流量、加载快、免缓存。 交叉路口：实景路口图提前供你选择正确道路。 车机升级：车机与手机热点连接，可升级车机地图与主程序。K友在线：地图上的其他用户显示的颜色帮你快速区别拥堵情况。 结伴游：团队导航，自驾车队出行更便捷。","['https://android-screenimgs.25pp.com/fs08/2019/06/13/3/110_02ca37d9905512067d2910fc62e12f74_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_e0f2fc05ed9fdd68e9d600724fa4d052_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_32cd10bf3f39b13bf0e902ea1bddfe7c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_27c4dcb15a6479edd5451fda66bd112f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/2/110_0f7acb64e580780814fd9611dbddcb6c_234x360.jpg']",深圳凯立德科技股份有限公司,https://www.wandoujia.com/apps/cld.navi.mainframe/download/dot?ch=detail_normal_dl,  开车必备导航软件，播报实时路况  , 8.3.3
12306买火车票,battymole.trainticket,旅游出行,3.9万人安装,5.91MB,https://android-artworks.25pp.com/fs08/2019/06/04/0/2_62a966d6e3bfff853c2d8a359f6da499_con_130x130.png,随时随地购买全国火车票、退票、改签。官网直定，不含任何手续费。,"['https://android-screenimgs.25pp.com/fs08/2019/06/13/3/110_02ca37d9905512067d2910fc62e12f74_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_e0f2fc05ed9fdd68e9d600724fa4d052_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_32cd10bf3f39b13bf0e902ea1bddfe7c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_27c4dcb15a6479edd5451fda66bd112f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/2/110_0f7acb64e580780814fd9611dbddcb6c_234x360.jpg']",南京绿行信息技术有限公司,https://www.wandoujia.com/apps/battymole.trainticket/download/dot?ch=detail_normal_dl,  买火车票是一款为中国铁路客户服务中心网(12306.cn)开发的移动设备客户端工具软件。  , 8.5.79
顺风车司机端,com.pinke.driver,旅游出行,3.9万人安装,59.12MB,https://android-artworks.25pp.com/fs08/2019/06/10/6/110_3585f1f9e7e3d63f41870cd7923eac73_con_130x130.png,拼客顺风车车主版，连接拼车用户和顺风车司机，提供一站式出行服务，让出行更美好、便捷。【顺风车车主版】：顺路接单，分担成本【顺风车司机版】：兼职打车司机，轻松赚钱【顺风车司机端】：加油优惠，享折扣车险【拼车】：海量用户，智能推荐顺路订单【打车】：操作简单，爽约赔付【顺风车出行】：出发直达目的地，无需转车【顺风车保障】：出行，30万承运人责任险【温馨提示】顺风车车主版在使用过程中会持续使用GPS定位服务，即使切换至后台，在部分情况下仍会继续使用，例如在共享位置时，相比其他操作会消耗更多电量，并影响电池续航时间。Continued use of GPS running in the background can dramatically decrease battery life。【联系我们】官方网站：www.pksfc.com服务热线：400-827-2099微信公众号：pksfc1微博：拼客顺风车APP,"['https://android-screenimgs.25pp.com/fs08/2019/06/13/3/110_02ca37d9905512067d2910fc62e12f74_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_e0f2fc05ed9fdd68e9d600724fa4d052_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_32cd10bf3f39b13bf0e902ea1bddfe7c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/4/110_27c4dcb15a6479edd5451fda66bd112f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/13/2/110_0f7acb64e580780814fd9611dbddcb6c_234x360.jpg']",河南拼客顺风车科技有限公司,https://www.wandoujia.com/apps/com.pinke.driver/download/dot?ch=detail_normal_dl,  拼车车主司机招募  , 5.5.0
搜狗地图,com.sogou.map.android.maps,旅游出行,1.8万人安装,51.36MB,https://android-artworks.25pp.com/fs08/2018/12/19/6/110_8130cf4aa84a733a1ac15035931ba84a_con_130x130.png,◎◎◎◎〖内容提要〗◎◎◎◎搜狗地图-路况准确，节省时间的免费语音导航；浏览地图、出行导航、搜索地点，线路查询、离线下载，一步到位；怕费心，搜狗地图有路线智能避堵；怕走错，搜狗地图有导航贴心播报；怕没电，搜狗地图有超省电模式；听腻了女神，快来试试搜狗地图的小清新；担心卡慢顿，快来试试搜狗地图的丝般润滑；搜狗地图支持各类周边搜索，为您的出行提供便捷的服务；更多惊喜，快来下载搜狗地图吧！搜狗地图，一路随行！◎◎◎◎〖主要功能〗◎◎◎◎【独家特色】市街图导航新体验；【贴心播报】不错过每一个路口；【省电节能】导航状态也能超省电；【导航总结】全面评价驾驶能力；【导航轨迹】记录+珍藏+分享自驾导航轨迹；【精简播报】语音导航简短扼要；【车道提醒】车v道图指引行车车道；【 打车功能】身边叫车一呼百应◎◎◎◎〖联系我们〗◎◎◎◎新浪微博：搜狗地图微信公众账号：go2map官方QQ群：42369873,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/6/106_422871acde19079cb6e6317c37912709_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/4/106_9b2dc95d79aa586efb18464fc4970416_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/5/106_6037e1b8dd511d0d1a45a1e60239fa68_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/8/106_9e7b8f845e4cd0147c6d547c07647e3b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/106_2060fb695647f9e1dca7b9fb61e2faf1_234x360.jpg']",北京搜狗科技发展有限公司,https://www.wandoujia.com/apps/com.sogou.map.android.maps/download/dot?ch=detail_normal_dl,  最专业的的地图导航，你的避堵专家  , 10.3.3
查找对方号码位置,com.whzy.gps.search.name150,旅游出行,4.3万人安装,9.68MB,https://android-artworks.25pp.com/fs08/2019/06/11/11/106_187cc45455a0db75e1cdd7246e3c1788_con_130x130.png,简单地说，通过本程序，你只需要知道情人的手机号码，输入后，就可查看该手机（号码）的行踪轨迹，以及卫星快照，甚至是隐私近景照片！让你对你的情人过去一天的某个时刻的行踪一目了然。 本软件利用先进的GPS卫星定位技术，结合谷歌卫星快照查找搜索技术，当你输入任意对方电话号码时，即可通过谷歌搜索引擎进行搜索定位其历史行踪数据(本软件已购买该付费服务，并免费开放本软件指定用户)。通过搜索行踪数据，利用谷歌地球街景技术进行定位显示，并调用系统当时卫星快照，进行逐级放大显示。理论误差不超过8.94米！提示：同时为了保护对方隐私，你下载本程序即代表你同意不传播对方隐私照片。并且请回复评论“同意”，进行查看近景隐私照片，否则程序不会进行显示隐私近景照片。提示本软件为娱乐软件，请勿实用，否则后果自负。详见软件内部提示。,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/6/106_422871acde19079cb6e6317c37912709_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/4/106_9b2dc95d79aa586efb18464fc4970416_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/5/106_6037e1b8dd511d0d1a45a1e60239fa68_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/8/106_9e7b8f845e4cd0147c6d547c07647e3b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/106_2060fb695647f9e1dca7b9fb61e2faf1_234x360.jpg']",izhuo,https://www.wandoujia.com/apps/com.whzy.gps.search.name150/download/dot?ch=detail_normal_dl,  简单地说，通过本程序，你只需要知道情人的手机号码，输入后，就可查看该手机（号码）的行踪轨迹，以及卫星  , 152442.99.17
朋友手机定位,com.akuan.friend,旅游出行,13.3万人安装,17.02MB,https://android-artworks.25pp.com/fs08/2019/01/15/3/110_c9b38f18ac750fd15e2e0657ef4f9893_con_130x130.png,-----乐在定位交友-----√定位助手，便捷的交友社区√始于GPS定位、基于地图、直接看到Ta的位置，直观方便√致力于打造位置共享、欢乐无限的沟通、娱乐与生活体验-----主要功能-----·地图共享位置：亲朋好友，无需伪装，直观看到对方地理位置信息。·聊天消息：随时随地收发好友消息，一触即达，微关爱。·地图附近的人：不能找人，但能在地图上直接显示附近的人，超直观。·实时定位信息：更确切地知道自己的定位精度，更专业。·好友在线情况：明确知道好友在线时间情况，防走丢。·直接导航：直接调起第三方地图导航到好友，找帮精灵。·紧急录音/联系人/短信/相片：紧急情况下，获取好友更多信息。·APP应用列表：好友在用哪些应用呢，一键就知道了。·地理足迹：记录自己的足迹，还能看到好友的运动轨迹哦。·无源定位：无需注册，通过分享就可以定位哦。·有缘人：个人资料齐全，彼此更了解。·地铁图、找厕所、停车位：更方便生活，你的定位宝贝~。-----联系我们------ 邮箱：postmaster@akuan.tech,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/6/106_422871acde19079cb6e6317c37912709_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/4/106_9b2dc95d79aa586efb18464fc4970416_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/5/106_6037e1b8dd511d0d1a45a1e60239fa68_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/8/106_9e7b8f845e4cd0147c6d547c07647e3b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/106_2060fb695647f9e1dca7b9fb61e2faf1_234x360.jpg']",武汉阿宽信息技术有限公司,https://www.wandoujia.com/apps/com.akuan.friend/download/dot?ch=detail_normal_dl,  定位，找帮精灵！  , v3.7.0
GPS手机导航,cn.dlapp.navigation,旅游出行,9825人安装,24.78MB,https://android-artworks.25pp.com/fs08/2019/02/15/6/110_8d0d6787ad22f9975a61337ce8017e25_con_130x130.png,GPS手机导航专为广大车主朋友们提供专业，精准，贴心的出行导航服务。本应用包含实时导航，周边查询，轨迹记录，测速定位，实时天气，街景查看等实用机能。所有出行导航服务信息都是实时，全面，可靠并且完全都是免费提供给您的。再也无需去4S店升级新版地图包。省时，省力，省钱，让您拥有爱车的同时享受省心的导航服务。,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/6/106_422871acde19079cb6e6317c37912709_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/4/106_9b2dc95d79aa586efb18464fc4970416_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/5/106_6037e1b8dd511d0d1a45a1e60239fa68_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/8/106_9e7b8f845e4cd0147c6d547c07647e3b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/106_2060fb695647f9e1dca7b9fb61e2faf1_234x360.jpg']",大连爱皮皮科技有限公司,https://www.wandoujia.com/apps/cn.dlapp.navigation/download/dot?ch=detail_normal_dl,  精准语音导航服务  , 1.2.1
万顺叫车,com.wsecar.wsjc,旅游出行,2万人安装,15.48MB,https://android-artworks.25pp.com/fs08/2019/05/26/3/2_69a74260c292ef4d4a065daa9b95a7de_con_130x130.png,万顺叫车是一款涵盖网约车，出租车等多项业务的一站式出行平台，为乘客提供高效的出行方式。使用万顺叫车APP，乘客可以得到安全、便捷和舒适的出行服务体验，不必承担买车、养车和驾车的费用与风险，随时随地可以享受“呼之则来”的高品质出行服务体验。,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/6/106_422871acde19079cb6e6317c37912709_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/4/106_9b2dc95d79aa586efb18464fc4970416_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/5/106_6037e1b8dd511d0d1a45a1e60239fa68_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/8/106_9e7b8f845e4cd0147c6d547c07647e3b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/106_2060fb695647f9e1dca7b9fb61e2faf1_234x360.jpg']",深圳万顺叫车云信息技术有限公司,https://www.wandoujia.com/apps/com.wsecar.wsjc/download/dot?ch=detail_normal_dl,  万顺叫车是一款涵盖网约车，出租车等多项业务的一站式出行平台，为乘客提供高效的出行方式。 使用万顺叫车  , 4.3.7
8684公交,cn.chinabus.main,旅游出行,1.9万人安装,25.45MB,https://android-artworks.25pp.com/fs08/2019/06/11/6/110_a17031c13cdf87d83cc99275e0925bb2_con_130x130.png,『出门必备，8684』8684公交，不需流量即可查询全国33个行政区共440多个城市公交信息，每天更新100条以上改道、增开公交线路，是全国数据全、更新快、受欢迎、可靠的公交查询软件。离线服务全面开放，未联网时也可使用查询；快捷回家功能，随时随地一键获取回家路线；到站提醒功能，实时掌握每路公交动向；还有附近站点搜索、在线查询、线路纠错、等多种实用工具，更好地助你出行，为你着想方方面面！8684系列应用官方网站：http://mobile.8684.cn/,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/5/110_52792ea35fa593016661d42a2964d237_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/4/110_879f2bf29b07033620ed023a2ed908e1_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/110_1fb0e9110357d15234839b503c13da48_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/9/110_ec45659c90203fbe5af9417cbbf628f9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/110_38d6bd51643b101414c1d9b72fa9ad27_234x360.jpg']",广州天趣网络科技有限公司,https://www.wandoujia.com/apps/cn.chinabus.main/download/dot?ch=detail_normal_dl,  全国数据最全公交查询软件  , 15.0.5
中国地图,dsg.app.chinamap,旅游出行,1.4万人安装,38.51MB,https://android-artworks.25pp.com/fs08/2017/11/22/2/106_3b361ffad33a43e5f3dd772e204acd30_con_130x130.png,中国地图中国地图是指为明确中国版图而绘制的地图。中国位于亚洲东部和中部，太平洋西岸，是一个背陆面海，海陆兼备的国家。陆地领土包括中华人民共和国大陆及其沿海岛屿、台湾及其包括钓岛在内的附属各岛。领海的宽度从领海基线量起为12海里，中国的毗连区宽度为24海里。国土总面积为960万平方公里。,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/5/110_52792ea35fa593016661d42a2964d237_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/4/110_879f2bf29b07033620ed023a2ed908e1_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/110_1fb0e9110357d15234839b503c13da48_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/9/110_ec45659c90203fbe5af9417cbbf628f9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/110_38d6bd51643b101414c1d9b72fa9ad27_234x360.jpg']",丁顺光,https://www.wandoujia.com/apps/dsg.app.chinamap/download/dot?ch=detail_normal_dl,  方便您查询中国各城市地理位置并分析城市布局  , 1.8.217
嘀嗒出租司机,com.didapinche.taxidriver,旅游出行,7.8万人安装,57.09MB,https://android-artworks.25pp.com/fs08/2019/05/21/11/110_2d3c9bb1d0fe56763bbcf904a77a2860_con_130x130.png,好消息！嘀嗒出租车司机端是一个没有快车专车的出租车平台，只为出租车师傅们服务，加入嘀嗒出租车，好单抢不停！嘀嗒打出租车服务，可实现一键接单功能，师傅们可以接到来自“嘀嗒拼车APP”中打车乘客的呼叫，从此告别派单痛苦、告别扫街辛苦。轻松抢单再无压力！【操作简单，1秒上手】公平抢单不派单，千万好单一键抢。【丰富订单，赚钱更多】好单大单特别多，系统自动对订单进行推送，附近订单优先抢。单单高价，再不用担心空驶费用。【预约订单，抢单自由】海量预约订单，轻松挑选合适订单。【提现便捷，免抽成】随时提现不压款，零元佣金不抽成。【边跑单，轻松赚外快】乘客下载嘀嗒拼车，月入¥6000元哦！下载嘀嗒出租车，开启高效接单之旅。,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/5/110_52792ea35fa593016661d42a2964d237_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/4/110_879f2bf29b07033620ed023a2ed908e1_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/110_1fb0e9110357d15234839b503c13da48_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/9/110_ec45659c90203fbe5af9417cbbf628f9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/110_38d6bd51643b101414c1d9b72fa9ad27_234x360.jpg']",北京畅行信息技术有限公司,https://www.wandoujia.com/apps/com.didapinche.taxidriver/download/dot?ch=detail_normal_dl,  没快车的出租平台  , 3.0.6
艺龙旅行,com.dp.android.elong,旅游出行,3.6万人安装,36.95MB,https://android-artworks.25pp.com/fs08/2019/06/06/2/110_39d01bf34d53b9bd28a8c4f7b9f77351_con_130x130.png,订酒店，用艺龙，省钱更省心！App Store官方精品推荐！艺龙旅行为你提供全球200多个国家110万家酒店的预订，尽享优惠低价，折上再返现；更有贴心服务伴你安心入住，酒店预定实时确认，到店无房最高赔付首晚房费；找艺龙，实惠舒适“艺”起享！另外，度酒店全景展示和更强大的地图搜索功能让你提前了解酒店情况；全球热门目的地攻略指南让你变身“旅行达人”；还有在线真实用户点评，出行“省时省力不吃亏” ！作为中国优质的在线旅行服务提供商之一，除了专业的酒店住宿预订之外，艺龙旅行网还提供机票、火车票、租车用车、团购等全方位的旅行产品预订服务，随时出发，“艺”路轻松！通过艺龙旅行Apple Watch版，您可以实现：-酒店预订信息抬手可得；-在Apple Watch查询预订酒店的酒店名称、地址；-通过Apple Watch收到酒店行程通知提醒。**主要功能**【酒店】资源丰富：全球110万家酒店任你挑！知名酒店品牌直签，经济型连锁酒店预定专享；无论是高大上如洲际、万豪、雅高、喜达屋，皇冠假日，香格里拉的豪华高星、文艺小清新范儿十足的三亚、丽江、凤凰、乌镇特色客栈/民宿还是“经济适用”的七天、如家、汉庭、莫泰、锦江之星、格林豪泰式快捷酒店，想住就住，有钱，任性；新增公寓：家一样的舒适；实惠划算，比同类酒店省30%；住家体验，含厨房，冰箱，洗衣机；适合短租，常住更省，越住越便宜；休闲度假，差旅培训都实用！价格优惠：万家酒店一折起订，返现高达20%！周边特价、今日特价，给你所需！国际酒店折上折，；超级红包：全新推出酒店红包，前台现付，更低价格更多返现，拿到你手软！微信分享更有惊喜优惠；,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/5/110_52792ea35fa593016661d42a2964d237_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/4/110_879f2bf29b07033620ed023a2ed908e1_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/110_1fb0e9110357d15234839b503c13da48_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/9/110_ec45659c90203fbe5af9417cbbf628f9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/6/110_38d6bd51643b101414c1d9b72fa9ad27_234x360.jpg']",艺龙网信息技术（北京）有限公司,https://www.wandoujia.com/apps/com.dp.android.elong/download/dot?ch=detail_normal_dl,  全球32万家酒店，1折起订  , 9.53.6
寻人定位,com.gime.locationsb,旅游出行,1.5万人安装,8.5MB,https://android-artworks.25pp.com/fs08/2016/09/05/6/102_762851b9a2c58ee3486765cfe220192f_con_130x130.png,通过对方手机号码或微信号定位到对方的位置，无需对方安装任何软件。只输入手机号码或微信号以及输入消息内容，待对方接收到你发送的消息后点击链接，便可定位到对方。,"['https://android-screenimgs.25pp.com/fs08/2019/05/28/8/110_14ad824a2fc26a8eab56d7bd5077fe53_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/0/110_bb28199e9b3348ee7e9411f84badf464_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/4/110_902be825d91e411841acb6786e9a3945_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/8/110_377bdfee2b10b18aa89edb15836e73c1_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/28/0/110_e1435a1b733c87edab20272897251e6d_234x360.jpg']",未知,https://www.wandoujia.com/apps/com.gime.locationsb/download/dot?ch=detail_normal_dl,  通过对方手机号码或微信号定位到对方的位置，无需对方安装任何软件。只输入手机号码或微信号以及输入消息内  , 1.0
